H2,C2,SA,11
D3,H2,D2,5
S4,ST,H6,14
HQ,S6,D9,10
DQ,C4,D3,13
H3,CT,D3,10
C5,S3,DA,11
H6,D5,S5,6
C3,H7,D2,7
DQ,HK,D9,19
D7,S2,H3,7
D4,H2,HT,12
C2,CJ,ST,12
DK,H6,C7,10
ST,H2,D9,10
D6,HA,CK,11
SK,H7,S3,13
C7,S3,H2,7
S5,DK,CT,10
DQ,D2,S3,12
S8,H4,HK,14
S6,CT,CK,20
DK,H9,HQ,19
H3,C9,C5,14
C3,HA,DT,11
CJ,CJ,H7,20
S9,S4,D9,13
CQ,C4,DT,14
H9,CJ,C4,14
S4,D7,CK,10
H5,C5,HJ,15
H5,H7,C5,12
C6,C4,D2,10
C7,CJ,C3,20
CA,D3,H5,11
S4,SA,S9,24
C8,H5,H4,9
H2,H8,H2,12
SQ,HQ,H9,19
H4,S7,HK,14
H9,SJ,S5,15
C6,HQ,SA,11
C5,CQ,DJ,15
DA,HQ,DK,21
H2,D2,C4,4
C7,C7,HT,14
H4,D3,H9,13
HQ,CA,D4,11
H3,D2,S9,9
SK,CQ,HJ,10
H9,SQ,C7,10
H4,H3,CQ,10
DK,HA,S7,11
H6,HQ,HK,26
D9,D6,SJ,15
H7,DA,CT,11
H5,SJ,SQ,20
S5,D4,D6,10
H6,D6,C2,6
D7,S3,H9,9
H2,ST,H7,10
C9,S7,ST,17
S3,H9,S5,9
H2,CA,HQ,12
HA,S3,H8,19
HK,D6,SQ,10
S7,S6,H5,13
D9,SK,D3,12
C6,DQ,SA,11
H4,HT,S4,14
D5,CK,SJ,10
S4,S4,CJ,10
HT,HA,S6,21
HK,D2,H2,12
DJ,SQ,CA,11
C3,HQ,H3,13
S5,C9,H4,9
D9,HQ,SK,10
C2,C6,D9,9
DJ,C5,DK,20
C9,C7,S7,16
HA,CT,S6,11
SJ,S2,DQ,12
HQ,HT,C9,20
HK,HJ,HJ,30
D5,C6,HA,11
D3,SQ,S5,15
SK,S9,CT,19
DT,S5,H3,10
HA,CJ,CJ,20
S9,H9,HQ,19
HK,D7,HA,21
C5,H3,C6,11
DA,C3,C6,11
HT,C2,HT,20
C3,S3,C2,5
H4,H6,DA,11
C7,DK,HT,10
H8,H2,S6,10
CK,SK,CA,21
D5,C7,C4,11
CA,H5,S6,11
S4,C8,CJ,18
S2,DJ,H6,10
DA,C4,S9,11
C4,DK,C6,10
SA,ST,S4,25
D5,DT,HQ,15
S5,S7,C8,12
C3,HJ,S6,10
S5,D8,CJ,10
CQ,SK,H3,10
DT,S9,H4,10
S3,D9,H2,9
H5,H3,H8,16
S6,CJ,H6,10
CJ,DA,D3,14
DA,H9,DA,22
CT,SA,C2,12
CK,HQ,HJ,20
H3,D2,D7,9
CA,H3,C6,17
CJ,DA,CJ,20
HJ,D4,H8,18
C4,S4,SA,15
C8,H7,C2,10
D3,S5,S4,9
DJ,DA,S2,21
C3,SQ,D2,10
CA,S5,S3,11
HA,D8,S5,11
H5,HJ,ST,15
H2,C4,CQ,14
S3,C8,H7,8
S5,C2,SJ,15
D9,S9,S8,17
C3,C5,H6,8
S7,CK,H9,10
S6,D3,CT,10
CJ,CQ,S4,20
S3,S6,C8,9
S7,S5,CK,12
C7,CT,C7,24
HK,C4,D3,10
HA,DT,D6,16
D7,CQ,HQ,10
C2,C5,SJ,10
ST,HT,S4,14
D5,CJ,S2,10
DK,C6,C5,11
DK,HT,CA,11
H2,DA,CJ,11
S9,CK,H6,10
C2,CQ,H4,12
H6,ST,H7,13
D4,ST,CA,11
SA,CK,C9,19
S8,C3,ST,18
HJ,C6,H2,12
H7,HQ,CQ,17
H8,D8,S3,8
DT,SK,S5,15
S4,C9,CA,20
HK,C4,SQ,10
H4,D9,H6,10
D3,C9,D4,9
C4,HA,H3,14
C7,D2,CT,17
SK,D7,CK,10
H3,S9,H5,9
HJ,S5,ST,15
C3,D9,DQ,19
HT,C3,CJ,13
C9,S8,D6,9
H6,H3,H5,14
DK,D7,CT,17
H3,CQ,C2,12
C7,H7,D4,7
C2,DK,D3,13
D2,DA,H7,13
H3,C5,DT,10
SQ,H8,CK,10
C2,H7,DQ,10
S5,DQ,S7,12
C6,CK,C8,24
H6,S8,S8,16
S4,S5,H2,9
S4,D7,CA,11
CT,D9,HK,10
SJ,C4,SA,21
SJ,CJ,CK,20
HT,S3,CT,10
S8,S5,H6,13
H3,CK,C3,13
H8,S6,D8,8
C3,HK,SQ,10
DJ,D7,C6,17
C6,DT,D7,17
HQ,CT,H9,19
DQ,H7,C7,10
C2,S5,DK,10
CQ,SK,HT,10
C5,SQ,H9,10
H7,ST,SJ,20
HJ,D4,C9,10
D9,S6,HJ,10
H6,H7,S5,13
SA,C9,SQ,21
DJ,DQ,H3,20
S9,D6,H3,9
H5,C5,D2,5
H7,DA,H2,11
DT,DT,S3,20
HK,S2,C6,10
DQ,DQ,S9,20
DK,DJ,HK,20
D6,HQ,HA,21
C7,C2,C6,15
C8,SA,D5,11
H7,C7,S3,7
DT,S9,DJ,20
H9,H6,SA,15
H4,C5,S7,7
D3,C9,C2,11
S3,SQ,C8,13
S6,ST,CK,16
C4,S9,D6,9
H9,C8,H8,17
H5,C2,CQ,12
S2,H6,SA,13
CK,H3,ST,10
HA,DJ,SA,11
C9,HK,H2,12
ST,D8,H2,10
DQ,D6,HQ,16
H5,DK,D6,16
C9,H5,C6,15
CJ,D4,DK,14
S8,C8,H7,8
ST,DT,SQ,20
H7,D5,C5,7
C7,S3,DA,11
H2,C5,C3,8
S4,SA,S6,21
C3,CJ,H8,13
H5,ST,SK,20
CK,C2,C3,15
DJ,H6,S2,10
C7,HJ,CK,17
DK,DJ,H3,20
D6,HQ,HJ,20
SJ,SK,D4,20
C8,H7,CQ,18
C8,H3,S7,8
HQ,H7,H3,20
D5,H8,S3,8
S5,D9,CQ,10
D7,DQ,C9,17
C5,CK,DQ,15
CT,CA,S2,21
H6,C8,CQ,18
H4,C9,H4,9
C9,ST,H2,10
C7,DQ,CQ,17
SK,H5,D6,10
S8,H2,C2,8
SK,C9,D2,10
S9,D7,SA,20
C9,DA,C6,15
C8,SQ,C3,11
CQ,S8,C5,15
H6,H5,D2,11
D2,D9,HJ,11
H4,H2,D8,8
DJ,D2,HQ,12
H6,D7,HT,16
SK,S9,C3,19
C6,HA,S5,11
SK,CQ,S4,14
D7,C5,H4,7
HA,S9,C9,11
SK,D5,CQ,10
S9,D7,DT,17
C2,S6,CA,13
DJ,S4,C4,10
C5,D9,H3,9
C4,H5,H6,11
C6,DT,HK,10
CJ,S4,ST,14
H8,C2,S4,8
H4,D4,H7,11
SA,HK,DQ,11
D6,HQ,DQ,16
D4,CK,D2,10
CJ,D5,S5,10
HT,H7,S2,17
ST,S2,SA,23
HT,CQ,DA,11
C9,CQ,SK,19
C8,HQ,S7,10
C4,CQ,C4,18
C5,CT,C3,18
CT,HT,SA,11
D2,HQ,HQ,20
H5,S6,H3,8
CK,S2,S8,10
C5,H7,CK,15
CJ,DQ,C5,15
HT,H7,C8,17
HQ,C5,DJ,10
S7,H3,C7,7
ST,S2,D9,12
H3,H7,D6,10
S8,S2,HK,10
CQ,SJ,DT,10
S8,D8,C4,8
D2,D4,HA,11
DA,H4,S9,11
CQ,SA,C5,15
C9,CQ,SQ,19
D3,DK,D4,17
SQ,HJ,D9,10
C3,SA,D7,11
HT,CJ,CQ,20
D8,SJ,C8,10
HQ,H4,D2,14
S7,SJ,C5,17
SQ,CT,ST,20
D9,DA,SA,20
C2,DJ,DJ,20
C8,CK,SJ,18
SA,CQ,S6,17
C8,SJ,D4,10
CT,H4,C7,17
C8,CQ,D3,18
CK,H9,H4,13
CK,S9,CA,21
C3,S2,CJ,13
ST,D7,S5,15
H6,HA,H6,23
H7,SQ,D4,10
C7,SQ,C3,10
H6,DJ,CJ,10
C9,C4,HA,13
H9,S6,HA,20
HJ,H6,HT,26
D9,C7,D8,17
DA,S5,S9,14
H7,H2,D3,9
D2,D6,H9,9
D2,H3,HT,13
C8,H3,S7,8
DT,H7,C9,10
C7,C2,DJ,10
C3,DT,D3,13
S2,S2,S3,7
D6,SQ,DA,17
ST,C3,H3,10
HA,H8,H5,24
ST,C4,C3,10
S8,SA,CK,19
HQ,HK,C3,20
S4,S8,D8,12
HK,H7,CQ,17
S4,CA,SK,14
SJ,S9,SQ,29
CA,C9,D4,20
CQ,HK,HT,20
SA,S8,ST,29
D5,C6,D5,10
DA,CT,CQ,20
H6,HA,H8,25
H9,HA,DA,20
C9,CK,DQ,19
CA,D5,D6,11
SQ,H8,HJ,18
CK,S3,H4,10
S3,D5,HJ,10
D8,C5,D8,16
D9,HK,ST,10
DK,S9,D2,12
D5,H2,S2,5
SJ,DA,SK,20
CQ,S3,HQ,10
DJ,S9,D5,15
H7,ST,D3,10
H7,C5,D3,7
D4,H2,CA,11
CK,S6,SJ,16
SQ,S4,D2,14
S5,S2,C6,7
S4,CK,H8,10
C6,SQ,CK,16
HT,H9,D5,19
D7,SA,C7,11
SA,D2,D9,11
CT,SA,H9,11
CA,H2,HQ,12
CK,SA,H6,11
CQ,D8,S9,10
HQ,DT,HJ,20
H8,DA,S7,11
S9,CJ,D8,10
DK,S2,S8,10
D2,C6,C4,10
H4,H5,D5,9
DQ,C8,CJ,18
S5,DJ,H3,10
HT,DA,HT,20
HK,S8,CQ,10
DT,ST,SJ,20
CT,CA,C7,28
HT,C4,HJ,20
D5,S8,ST,18
H2,H8,HT,20
HJ,S9,CT,10
H2,DA,S9,11
DA,S6,H8,11
DT,S4,C2,10
S8,C3,D9,9
S8,DK,CJ,10
C3,CT,CT,23
H4,S8,DQ,10
S4,SJ,H5,14
S5,S6,SK,21
C6,DJ,SQ,10
HA,S8,SK,18
S6,HA,D4,11
H9,C7,CQ,17
D2,H6,CA,11
DA,D5,CA,16
S6,HT,DJ,10
C4,C6,S9,10
DT,H9,D2,12
H6,D9,D6,15
C3,ST,SJ,20
S4,C3,C9,12
CA,S8,SQ,18
CQ,SJ,ST,20
HQ,C8,D2,10
C8,H7,D4,8
ST,D8,C8,10
HK,D5,DA,16
H3,CQ,H4,10
C6,HJ,H5,15
C2,SK,D3,10
S9,HQ,H3,13
C4,HK,CJ,14
CQ,S9,D9,10
H5,D8,D8,16
CA,S2,H8,11
S8,S5,HT,13
S6,H4,H6,10
D3,S4,D8,11
DK,D6,H8,16
CT,H5,DQ,10
ST,SA,SJ,31
CK,SK,DQ,10
H8,SQ,CT,10
C7,D2,H3,7
C8,H5,D7,8
H8,CQ,CA,21
HK,H2,C8,12
S8,D3,S4,12
H7,C3,S4,7
SJ,C6,CA,17
C8,S6,C8,16
HA,H9,H3,23
S6,C7,S7,13
D6,SA,S8,19
D2,H3,HK,13
D3,HJ,SK,10
D3,S8,D3,8
D6,S5,CT,10
S4,SA,D4,15
CA,HQ,S9,11
C4,S3,H5,5
D4,S3,C8,8
S8,H4,H2,8
DQ,H2,H9,11
S8,SJ,DQ,18
S5,H6,DK,10
D2,C3,CK,13
HJ,C3,HQ,20
HQ,D7,ST,10
D2,HJ,H5,15
C7,S7,HT,10
DT,HT,D4,14
C2,CA,D6,13
D5,HJ,SQ,10
S7,HA,SJ,17
C9,HQ,D9,10
S3,D8,S8,11
D3,HT,D2,10
C5,S8,CJ,15
C6,D3,SK,10
H8,CT,H7,15
H4,S4,C2,4
HJ,HA,H2,23
C9,D5,S7,9
SJ,H7,H9,16
S8,CJ,D3,10
H3,DT,DQ,20
C4,S8,D8,8
CJ,D6,CA,21
SQ,H7,SJ,20
DK,ST,D8,18
C7,DA,H6,11
D5,D9,HK,14
C2,D7,HA,11
HA,CK,C8,18
DA,C4,D3,14
D4,CK,H4,10
DT,HQ,C4,10
D6,DT,C7,16
D6,C9,C5,14
S3,C8,S4,8
S3,D7,C3,7
DT,H5,C9,10
HJ,CA,HT,20
HT,S3,S6,10
C5,C4,S8,9
CQ,HA,SJ,11
CJ,D8,D6,14
S9,C3,SQ,19
CJ,DK,DT,20
SK,HQ,C3,10
S7,C6,D6,7
C7,HJ,SJ,10
C6,SA,D6,11
CJ,DT,HA,11
ST,D7,H3,10
CK,CQ,H4,20
S5,S8,S2,15
SA,H7,CT,11
CQ,HT,HQ,20
CJ,D4,S2,10
S6,S6,D2,12
HK,DA,DJ,21
CA,C2,D5,13
SJ,D3,HA,11
CT,SQ,SA,21
C8,HJ,HA,21
C4,S2,S7,9
S2,D7,DQ,17
C2,S9,S4,13
DK,D3,ST,13
D5,D9,ST,14
C2,C5,DQ,10
S7,C6,CA,17
C5,ST,C5,10
DQ,H2,S8,10
S8,D6,S5,13
H2,S7,CQ,10
D9,SJ,H9,10
SA,H2,C8,11
HQ,DT,C9,10
CT,HK,D6,10
SK,HT,DQ,10
HT,D3,D3,10
HT,SJ,SK,20
SK,H2,S4,14
D3,D3,D5,11
CT,C5,SA,15
CK,HJ,DT,10
S8,D4,D6,10
D2,DA,SJ,13
H8,S5,DJ,10
HK,H4,HQ,24
ST,C7,CK,17
H4,C8,DQ,10
H4,D6,S7,7
HQ,H3,D3,13
D9,D9,SK,18
CQ,SJ,H6,10
S7,HA,H7,18
S3,CA,HT,11
CK,HA,H9,20
DJ,D8,CJ,18
SJ,H2,HA,13
HA,HJ,CA,21
DT,SJ,D5,15
HT,HQ,D6,20
D9,CT,D9,18
S8,SK,D7,18
C6,D2,CQ,16
CA,D3,D8,11
H8,SK,D7,10
D5,C4,S6,6
HA,ST,CJ,11
SK,S3,D5,13
H5,D9,S6,9
SJ,D3,D6,10
C7,HA,H7,18
S6,H9,S2,9
DA,C4,H8,11
SA,S4,S6,21
CQ,C9,C9,28
H9,C5,D3,9
DQ,H5,H5,10
CQ,D9,C8,18
D2,D3,C3,5
D8,S4,H3,8
C6,DJ,C2,10
D5,H8,S3,8
D7,D8,C3,15
D3,CT,HT,10
SA,HQ,H5,15
S5,HK,HQ,20
C5,CJ,CK,25
C8,D3,ST,10
SK,HJ,DA,11
HJ,CT,C8,18
SJ,D9,D6,15
HK,D5,C5,10
SJ,SA,C7,21
H6,SA,SK,21
C7,HJ,S3,10
DA,C5,C3,11
D8,C9,C8,17
D3,S2,SJ,12
C3,H9,S6,9
DQ,D2,D3,15
S7,C7,CT,17
CQ,SQ,S4,14
H2,H5,S6,7
S4,S6,SK,20
DK,CT,D8,18
C8,C8,D4,16
CT,S5,H5,10
D8,DA,D6,25
D8,H5,D4,12
C6,H7,C6,12
S8,C5,DQ,10
C9,CJ,SQ,19
DK,HJ,S7,10
CQ,DJ,DQ,20
S4,DK,SJ,14
ST,D4,HK,10
D5,D7,SA,12
ST,SJ,HK,20
CT,S8,C4,14
HA,D3,C2,11
SK,C9,DA,11
CA,C8,H2,19
C6,C6,HJ,12
H9,DQ,CQ,10
H8,C9,DA,11
D2,CQ,DQ,12
D3,S4,H6,6
CT,C5,SJ,15
D5,S7,S9,16
D5,H3,H5,8
CA,H2,H3,11
S5,SA,HJ,16
C2,S3,D7,7
H6,C7,H5,11
DQ,CQ,SA,11
S5,CQ,CK,20
H4,D4,H2,6
S9,H3,S2,11
DK,DQ,S6,20
S9,C5,S6,15
S3,S2,DJ,10
S6,SQ,CJ,16
D6,CK,S3,10
D3,D8,H2,11
H4,DJ,CQ,10
H7,S4,D9,9
D3,D4,CK,10
CA,S2,H5,11
HT,CJ,D5,10
CT,S6,H6,10
S8,S5,DK,13
C3,H4,D2,4
D7,S6,C5,7
CT,H7,SQ,10
DJ,CQ,H4,10
HK,H2,D2,12
H9,CT,C4,14
HK,D9,C4,10
C2,C3,HJ,10
S8,HT,C8,10
HJ,C4,D9,10
H3,H5,S3,8
CT,HQ,SQ,10
SK,C5,C2,10
ST,S4,C9,14
C3,DA,DK,21
C5,H5,C4,9
H8,H8,D7,16
H4,S9,DA,11
D9,DT,SK,19
C3,S2,C9,12
S7,SQ,C3,17
S8,DK,D2,12
S8,S3,S4,15
CQ,DJ,C2,12
S9,CJ,C3,13
SK,D2,HQ,10
DK,DK,S6,20
S3,C2,S2,5
S3,D8,C6,8
H3,C8,HQ,13
D7,H7,S8,8
H4,DT,ST,10
S3,H9,S4,9
HT,H6,D4,16
D5,DJ,HT,15
H5,CJ,CQ,20
C7,D3,CK,17
CQ,H7,C4,14
S8,S3,S7,18
D7,S9,D6,13
DA,D8,D2,21
H6,H7,SQ,13
C9,DK,D4,14
D6,S5,SJ,15
H2,H8,HA,21
ST,HK,H4,14
H9,HT,HJ,29
C2,DK,CT,12
SJ,D6,S2,12
D4,H5,H9,14
S7,C6,H2,7
HT,CT,HT,20
S5,SA,C7,16
HJ,D6,D5,11
H2,HQ,SA,12
D2,H3,D7,9
H4,S7,C3,7
C8,H9,CT,18
DA,S4,C4,11
H8,H6,D3,14
H2,C9,DQ,10
CK,HJ,D6,10
C5,D4,CT,15
DA,SJ,H2,11
D5,S9,CT,10
H9,C2,HA,20
S6,H3,H2,6
H9,C7,CA,18
C9,D2,CT,19
H9,CA,S4,11
HJ,D5,CJ,10
HT,S4,S3,10
HJ,H3,H8,21
CJ,D9,D2,11
D6,S4,C4,6
H4,D9,S2,9
DQ,D6,H9,16
SJ,H7,D3,10
HK,D3,D7,10
DJ,HK,C9,10
CA,HT,H8,18
DA,HT,S7,11
S2,C6,CK,16
C7,D4,DJ,14
CQ,SA,C8,18
DJ,DK,CA,20
S6,SA,CT,17
C3,C3,H4,6
CJ,H6,C3,13
DK,D5,D9,24
DK,D8,ST,18
D7,S8,DJ,17
H5,D5,CA,11
C9,H3,CA,20
H5,S3,SQ,13
DJ,S2,D8,18
HT,H7,D2,17
DT,D3,SQ,13
H3,DT,SJ,10
DJ,C6,C4,10
CA,DK,H6,11
SK,S6,H6,16
CJ,CQ,H9,20
SQ,H3,D5,10
HK,S9,ST,19
H4,CJ,C7,17
D7,C6,HQ,10
CQ,D5,DJ,15
S6,HJ,H2,12
C6,D4,H2,6
D2,S4,H9,9
HT,CK,HT,20
ST,SA,S4,25
S3,C3,C9,12
C5,D4,S4,5
H2,HQ,H6,18
H5,DK,CA,11
D4,DK,SA,14
ST,DJ,H3,10
C9,H2,C8,17
DT,S7,C2,10
HQ,C3,DA,11
H3,D9,S8,9
C6,H3,D4,6
HA,D6,C4,11
DK,D3,C6,13
SJ,C5,CK,15
D7,S7,C9,9
D5,S2,CT,10
D9,HJ,SK,10
D6,D8,C6,14
S9,C9,S6,15
SK,C3,H7,10
CK,CJ,D2,20
DK,S3,S7,10
C9,H2,D5,9
CA,DQ,S6,11
H6,H6,H6,18
S7,S6,DT,13
D9,H4,D9,18
H6,ST,DA,11
D3,S8,S3,11
CK,C4,H2,14
HT,S7,HT,20
S9,H8,H6,14
CT,HT,H8,18
SK,C3,D3,10
DT,D3,DA,24
S7,C3,DK,10
D2,HK,S9,10
HK,SJ,S7,17
HA,SQ,CT,11
DT,DK,H9,20
CQ,CK,HJ,20
H8,S9,S2,11
ST,DK,SQ,20
HA,HK,D7,21
DT,D2,CQ,12
C7,H7,DJ,10
S8,D8,D8,16
C2,ST,H8,10
D6,D5,D6,17
H4,H5,DK,10
H9,S9,C3,9
D7,DT,HK,17
S3,DQ,S9,12
D4,D5,CK,10
C7,SA,C4,11
H9,D4,CA,11
C8,H2,H3,8
ST,SQ,C3,20
HJ,D5,D4,10
DA,H9,DK,21
H7,ST,C7,10
S2,D4,CA,11
C3,S6,HA,11
SK,SQ,DK,20
HT,ST,S2,12
CT,C4,HA,14
D7,CK,DK,17
S3,ST,CK,13
C2,S9,S9,18
C6,ST,C7,13
C7,H4,D6,7
S7,CT,CA,21
C3,S2,HQ,10
S5,H2,H5,7
D4,S9,H4,9
S5,D4,H8,8
S2,SK,SQ,22
D2,D9,CK,11
D4,D7,C2,11
DJ,H6,S7,10
CK,CK,D6,20
HT,DJ,CJ,10
CT,SJ,D2,10
CJ,S5,ST,15
C2,HJ,C7,10
S4,C2,SA,15
CA,HK,HK,20
C7,C2,C8,17
CT,SA,CQ,20
DK,S2,CJ,10
HJ,S3,C9,10
S9,S8,S5,22
SQ,C2,SA,21
HA,H9,C3,20
CQ,H8,CQ,20
H2,S6,SA,17
CT,H9,CA,21
DJ,HA,H8,19
CA,ST,D3,11
H9,H5,H4,18
DK,HQ,D2,12
CK,C9,SK,19
H2,C2,D8,8
CK,S6,DT,10
S6,CA,DA,11
D7,D3,CQ,10
CQ,D3,SQ,10
D8,CJ,HA,11
HA,D6,SJ,11
DT,D5,SJ,15
C2,CK,CJ,22
D4,DK,S6,14
SQ,CA,S4,14
D8,DT,D4,22
S8,HQ,D7,10
H6,CJ,C6,16
H5,H8,ST,13
D5,CJ,DJ,15
C9,D7,D7,14
D5,H7,D4,9
D6,S3,H5,6
H7,DA,H7,14
D3,H8,C6,8
DJ,S3,CT,10
SA,HT,HT,20
C6,S4,S3,7
CJ,D5,S5,10
S5,D6,D5,11
H9,S6,D4,9
S4,H4,D6,6
H2,HA,D3,13
S7,H9,D7,9
C5,DJ,HA,11
H7,C2,S2,7
C3,CK,SJ,13
C8,H6,C8,16
H5,S6,D3,6
SQ,D4,H2,10
SK,CQ,H4,10
S5,DK,D2,12
D5,H7,C4,7
CK,CT,S7,20
D3,D7,S2,10
S7,H4,D3,7
C3,SQ,S9,19
D3,CK,C4,14
SJ,CT,C5,15
CJ,DT,DK,20
ST,HT,CJ,10
D4,DQ,DJ,24
CA,H2,H8,11
SK,HT,CK,10
SQ,H9,S2,12
S9,C6,DA,11
C6,C7,H2,13
SA,D9,H3,11
S3,CJ,D2,10
S3,SK,C3,13
S4,DK,D9,19
HJ,HA,SA,21
DJ,HQ,HT,20
C6,D9,C9,15
D2,H7,H4,11
D9,C3,ST,10
D4,D7,S4,11
H8,H7,C7,15
D2,D4,C8,8
S5,CT,D4,10
S9,DJ,SA,20
D9,S4,S3,9
DA,H9,H8,17
H6,C2,HT,16
D7,CQ,D9,16
DK,S9,S5,14
SA,C2,CK,12
H6,C9,D3,9
S7,HJ,HT,20
SK,DJ,SK,20
HT,H4,H6,20
C4,D9,C9,13
HJ,C5,HT,20
SJ,H2,H5,10
D4,C2,D2,6
HQ,D4,C2,10
HK,S3,SQ,13
C3,HA,D3,11
D3,H5,S8,8
CJ,S6,SQ,16
S6,S6,D5,12
HA,C7,D4,11
HA,S5,S7,12
S4,SA,H4,15
S2,C5,SA,13
DK,SK,S9,19
C8,SJ,D2,10
SA,C8,C4,12
C6,C9,H4,15
S9,D4,D9,13
SK,S7,C5,17
C3,C6,C8,17
SA,SA,D7,22
S9,DT,S6,15
SK,C2,ST,20
SJ,SQ,D5,20
HK,D5,S6,10
S8,HK,HT,20
D2,S8,C8,8
CK,HT,C7,17
H8,C9,CA,20
H4,SQ,S7,17
DK,C6,SK,10
SK,CT,D9,10
HK,DK,D9,19
C2,CJ,H4,12
HQ,SQ,SQ,20
S9,HJ,S2,11
HT,C9,S9,10
CA,H7,H5,12
CA,ST,HQ,11
CJ,HA,DA,11
S3,C6,C6,12
D4,HJ,CK,10
CQ,CJ,D2,20
ST,HK,H8,18
C4,ST,D5,10
H5,H4,H6,15
SJ,H4,DK,10
D4,H3,S3,4
H9,HA,D7,20
HJ,C7,C5,12
SQ,H5,S8,18
DA,C5,CA,16
C7,H9,S4,9
DT,SQ,DK,20
CQ,D9,S5,10
H9,CT,DA,11
HJ,SQ,S2,12
D7,D8,H4,15
C4,HT,S4,10
DK,SQ,HQ,10
S2,CA,C8,19
SJ,CJ,CA,21
C6,DK,C3,10
C4,C9,D6,13
DJ,DA,D8,29
D6,H9,D2,9
HQ,SJ,HT,20
C4,CK,H3,14
DJ,H7,C9,10
ST,H9,HT,19
C4,CJ,D5,14
CQ,HA,DK,11
S4,CJ,H2,10
C5,H6,DK,10
D8,D7,S6,15
H4,S3,H4,8
H7,H4,S5,11
SK,C9,S5,15
C3,S3,SK,13
HK,S6,C5,10
H6,SJ,S5,15
C2,DT,ST,10
D7,C6,SJ,10
DJ,C5,C5,10
D7,C6,DJ,17
D2,HT,HQ,20
S7,DA,C9,11
SJ,ST,DJ,20
D6,D8,SJ,14
DJ,S8,D4,14
SQ,HA,D5,11
H8,HK,HQ,28
CJ,CA,C3,24
HA,SJ,HJ,21
S9,S4,S9,22
HT,D4,D2,10
C5,D7,CJ,15
HK,H7,H6,23
DJ,C9,C7,16
S6,H2,ST,16
S8,ST,CJ,18
C7,S3,C8,15
D8,D9,HA,17
HA,CJ,DA,11
S5,HK,CK,10
S6,DT,ST,16
CT,S6,HJ,10
C6,C7,CQ,23
D2,CK,SJ,10
D2,D4,C6,6
C6,D9,DT,19
S2,H6,DT,10
SK,H5,CK,10
S6,H7,C6,7
SK,C2,H7,10
D5,DA,C4,16
CT,S5,H4,10
DK,H2,C4,10
C5,C9,H2,14
H4,C2,H2,6
D6,ST,HJ,10
C9,D4,S5,9
S3,HQ,D8,10
S7,SQ,C7,17
D8,C3,DK,18
C7,D6,D3,9
S3,SK,D4,13
C8,HT,D9,10
C9,HK,CK,19
C7,D4,H3,7
ST,S6,D5,16
H8,C8,D9,9
C7,HQ,D3,10
H3,H2,CK,10
H4,D9,DJ,19
CQ,DQ,D3,13
HA,DA,D9,20
CT,D4,DT,14
H7,C6,D2,7
D6,H4,S7,7
C3,SQ,H4,10
C5,S4,H4,5
D5,C9,S3,9
H7,HQ,S7,17
D9,S2,H3,9
S3,C5,C6,11
DA,DQ,S6,21
SK,S4,ST,24
CJ,H6,D4,10
H7,D4,S6,7
D5,D8,CK,13
DK,D7,CK,17
H3,DK,C7,10
HQ,C4,ST,10
C3,CK,C8,21
H5,C8,D8,8
D4,H5,S3,5
CT,C3,H4,13
HQ,HJ,CT,20
ST,S9,D2,19
D4,HJ,HT,20
C7,D3,DK,13
DT,C6,H6,10
DA,SJ,C2,11
CA,C6,C5,22
C2,DT,C6,10
H7,C3,D8,8
DJ,HK,HA,21
DA,HK,S9,11
D4,H5,SQ,10
S3,D8,S4,8
S2,D5,C8,8
H5,H9,S7,14
H3,DJ,H9,12
D2,H8,D9,11
H3,D6,ST,10
D3,CA,C4,15
D2,SK,C6,10
S4,ST,D4,14
S2,C9,HT,10
DA,S4,CA,11
D2,S8,C5,8
HA,C8,DJ,11
D4,HT,D9,13
D6,DA,DT,27
SQ,C5,C2,10
D2,D2,SK,10
S3,S5,D8,8
HJ,C6,HT,20
H7,H6,S7,13
CJ,DK,ST,10
H7,HK,S7,17
H4,S5,HK,14
DK,CT,S9,10
H9,ST,C6,10
S8,CA,C9,20
H4,H3,C2,7
C3,D5,S5,5
H7,H6,D3,13
H4,C7,S2,7
DJ,H5,C4,10
H2,SQ,S7,17
CQ,DT,H6,10
DT,C9,C4,13
CA,ST,CJ,21
HQ,D7,D9,16
HA,SQ,CA,11
S3,H8,CJ,10
H8,HQ,HA,29
C4,HJ,DJ,10
SQ,C3,H2,10
C5,HA,SJ,11
D3,DA,CJ,14
H7,H6,DK,13
SK,SJ,H4,20
H8,SQ,C2,10
CA,H5,C6,17
C2,CJ,HK,12
SJ,C8,D4,10
DK,H3,HT,13
D5,CK,D3,10
D5,D5,S6,10
DK,H4,C8,10
H7,S8,D3,8
C2,C7,SJ,10
H9,S4,HQ,19
D6,S5,S6,11
CJ,HQ,C3,13
HA,C5,HK,21
DQ,S8,S5,13
C4,CQ,CQ,24
DK,C7,DA,21
S2,H9,D7,9
D4,CA,D9,13
CQ,SQ,SJ,20
D7,HK,S7,10
H8,H8,DA,16
DQ,SQ,C6,10
ST,HK,DJ,10
S5,CJ,C3,13
HT,HA,CA,21
H5,C5,DJ,10
H3,C9,H9,12
D9,H2,HK,12
C2,S2,CT,12
C8,CK,C5,23
H9,D6,D6,12
C5,DA,D2,13
C5,S6,D6,6
S6,S9,DT,15
C2,DQ,D6,16
HQ,D7,C8,10
CA,ST,CQ,21
